"#",PROG CODE,INSTITUTION NAME,PROGRAMME NAME,2015 CUTOFF,2016 CUTOFF,2017 CUTOFF,2018 CUTOFF,2019 CUTOFF,2020 CUTOFF,2021 CUTOFF
BACHELOR OF ARTS,,,,,,,,,,
21,1500115,THE EAST AFRICAN UNIVERSITY,BACHELOR OF SCIENCE (COMPUTER SCIENCE),30.7,27.903,-,24.767,24.886,19.481,19.223
22,1580115,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (COMPUTER SCIENCE),-,25.539,27.033,25.981,26.023,24.811,19.223
23,1600115,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (COMPUTER SCIENCE),-,27.368,27.377,26.79,26.79,19.481,19.223
24,1685115,THARAKA UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (COMPUTER SCIENCE),-,-,24.652,24.548,24.631,19.481,19.223
25,1060115,RIARA UNIVERSITY,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,27.986,30.518,32.585,35.55,38.137,38.584,38.792
26,1061115,KABARAK UNIVERSITY,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,28.392,25.806,31.084,32.744,34.972,36.212,35.68
27,1063115,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,-,-,-,-,32.526,35.706,36.536
28,1080309,CO-OPERATIVE UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,-,-,25.995,29.726,31.679,34.636,36.09
29,1087115,KISII UNIVERSITY,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,33.336,34.566,33.106,24.726,26.915,30.016,19.223
30,1088115,GRETSA UNIVERSITY,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,29.19,26.923,24.848,24.733,25.12,25.737,19.223
31,1096115,GARISSA UNIVERSITY,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,23,23.191,-,24.816,29.587,19.481,19.223
32,1107115,ST PAULS UNIVERSITY,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,28.611,24.756,24.18,24.513,24.546,25.751,19.223
33,1114115,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,37.35,37.775,33.789,33.258,35.134,35.334,32.922
34,1164115,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,42.761,40.518,39.928,39.435,40.414,40.844,41.049
35,1173115,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,40.976,38.72,38.182,35.012,37.924,38.603,38.87
36,1196115,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,29.13,25.74,-,24.071,26.079,19.481,19.223
37,1240115,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,29.429,33.548,31.657,29.487,30.229,32.909,28.437
38,1244115,KARATINA UNIVERSITY,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,34.296,32.948,30.589,29.089,30.957,25.423,19.223
39,1249115,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,44.595,43.035,42.742,42.352,42.978,42.983,42.489
40,1279115,MOUNT KENYA UNIVERSITY,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,-,-,-,-,-,-,37.646
41,1425115,ZETECH UNIVERSITY,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,-,-,-,-,-,-,19.223
42,1460115,KIRIRI WOMENS UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,29.37,27.949,-,23.373,26.266,19.481,19.223
43,1470115,KAIMOSI FRIENDS UNIVERSITY COLLEGE,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,-,-,-,-,-,19.481,19.223
44,1480115,CATHOLIC UNIVERSITY OF EAST AFRICA,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,28.25,26.553,28.085,29.909,30.832,32.812,33.279
45,1485115,UMMA UNIVERSITY,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,28.009,26.531,-,24.91,25.604,19.481,19.223
BACHELOR OF ENGINEERING (CIVIL ENGINEERING),,,,,,,,,,
1,1112116,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF ENGINEERING (CIVIL ENGINEERING),43.269,43.024,42.147,42.004,42.523,41.613,40.771
2,1111116,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (CIVIL ENGINEERING),44.437,43.479,43.255,42.295,43.178,42.336,41.517
3,1166116,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (CIVIL ENGINEERING),-,-,-,-,-,29.333,35.498
4,1263116,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (CIVIL ENGINEERING),45.214,44.082,43.717,43.447,44.167,42.812,42.723
5,1063116,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF SCIENCE IN CIVIL ENGINEERING,39.57,40.843,40.165,38.632,40.076,39.44,36.844
6,1164116,MULTIMEDIA UNIVERSITY OF KENYA,BACHELOR OF SCIENCE IN CIVIL ENGINEERING,-,39.2,40.548,39.829,40.645,40.834,36.413
7,1170116,MACHAKOS UNIVERSITY,BACHELOR OF SCIENCE IN CIVIL ENGINEERING,41.347,38.432,38.94,37.693,38.854,38.737,35.54
8,1173116,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN CIVIL ENGINEERING,43.139,41.673,41.388,39.849,41.141,41.08,36.958
9,1249116,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN CIVIL ENGINEERING,44.625,43.737,43.386,42.661,43.437,42.041,42.143
BACHELOR OF SCIENCE (ELECTRICAL & ELECTRONICS ENGINEERING),,,,,,,,,,
1,1111117,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (ELECTRICAL & ELECTRONICS ENGINEERING),43.852,43.612,43.34,42.287,43.202,42.122,40.965
2,1263117,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONIC ENGINEERING),45.006,44.149,43.559,42.974,43.787,42.596,41.218
3,1063117,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF SCIENCE IN ELECTRICAL & ELECTRONIC ENGINEERING,40.513,41.151,39.723,39.313,39.781,39.034,37.048
4,1173117,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONIC ENGINEERING,40.605,41.681,41.397,39.554,40.142,40.274,38.127
5,1249117,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONIC ENGINEERING,44.361,43.794,43.891,42.965,43.407,42.379,41.272
6,1105117,CHUKA UNIVERSITY,BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING,-,-,35.203,37.6,38.641,38.916,34.397
7,1170117,MACHAKOS UNIVERSITY,BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING,37.096,39.392,38.758,37.414,38.332,38.305,34.515
8,1246117,MURANGA UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING,-,-,31.826,36.021,37.001,37.774,32.646
9,1166117,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONICS ENGINEERING),-,-,-,-,-,29.166,34.105
BACHELOR OF ENGINEERING (MECHANICAL ENGINEERING),,,,,,,,,,
1,1112118,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF ENGINEERING (MECHANICAL ENGINEERING),41.216,41.573,41.083,40.941,41.679,39.806,39.851
2,1111118,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (MECHANICAL ENGINEERING),-,41.243,41.366,40.806,41.879,40.495,40.409
3,1166118,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (MECHANICAL ENGINEERING),-,-,-,-,-,27.292,31.256
4,1263118,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (MECHANICAL ENGINEERING),44.51,43.01,41.756,41.766,42.395,41.675,40.593
5,1063118,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING,39.097,39.622,37.882,37.204,38.228,38.131,34.401
6,1170118,MACHAKOS UNIVERSITY,BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING,39.18,37.087,37.638,35.738,37.342,37.378,31.835
7,1173118,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING,42.03,39.327,39.472,37.678,39.134,38.74,36.161
8,1249118,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING,44.317,42.652,42.266,41.568,42.254,41.394,40.381
BACHELOR OF ENGINEERING (GEOSPATIAL ENGINEERING),,,,,,,,,,
1,1112119,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF ENGINEERING (GEOSPATIAL ENGINEERING),40.345,40.178,38.818,39.049,40.26,39.466,37.992
2,1263119,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (GEOSPATIAL ENGINEERING),43.896,41.312,39.862,39.513,40.493,39.972,36.625
BACHELOR OF SCIENCE,,,,,,,,,,
1,1057120,EGERTON UNIVERSITY,BACHELOR OF SCIENCE,27.19,22.446,23.179,22.817,24.379,23.124,17.459
2,1061120,KABARAK UNIVERSITY,BACHELOR OF SCIENCE,26.49,26.052,26.132,23.124,23.452,16.791,17.459
3,1079120,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE,-,-,-,24.627,24.806,16.791,17.459
4,1096120,GARISSA UNIVERSITY,BACHELOR OF SCIENCE,23,25.388,-,23.82,24.386,16.791,17.459
5,1105120,CHUKA UNIVERSITY,BACHELOR OF SCIENCE,27.55,22.319,24.075,23.606,23.317,22.533,17.459
6,1117120,PWANI UNIVERSITY,BACHELOR OF SCIENCE,-,-,-,-,-,-,-
7,1166120,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE,-,-,-,-,24.322,16.791,17.459
8,1244120,KARATINA UNIVERSITY,BACHELOR OF SCIENCE,23,21.917,-,23.293,23.926,16.791,17.459
9,1246120,MURANGA UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE,-,26.959,25.371,24.307,22.635,16.791,17.459
10,1685120,THARAKA UNIVERSITY COLLEGE,BACHELOR OF SCIENCE,-,-,-,22.674,25.511,16.791,17.459
11,1111120,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (B.SC),33.02,22.019,23.318,26.354,26.648,23.144,17.459
12,1114120,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE (B.SC),28.39,21.716,-,23.2,23.133,16.791,17.459
13,1249120,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (B.SC),31.64,22.149,22.994,23.521,23.24,23.231,17.459
14,1263120,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (B.SC),33.52,21.206,23.042,23.169,23.367,23.249,17.459
15,1229120,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (BASIC SCIENCE, WITH IT)",26.72,23.501,23.457,23.502,24.261,16.791,17.459
16,1515120,TOM MBOYA UNIVERSITY COLLEGE,"BACHELOR OF SCIENCE (BASIC SCIENCE, WITH IT)",-,26.616,-,22.882,25.047,16.791,17.459
17,1093120,UNIVERSITY OF EMBU,BACHELOR OF SCIENCE (BSC.),23,23.03,-,23.798,25.465,16.791,17.459
18,1118120,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (BSC.),23,20.82,-,24.741,24.745,16.791,17.459
19,1253120,MOI UNIVERSITY,BACHELOR OF SCIENCE (BSC.),30.84,23.162,23.984,23.825,23.751,16.791,17.459
20,1240120,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BSC (SCIENCE),23,21.85,25.156,23.582,24.115,16.791,17.459
21,1176120,LAIKIPIA UNIVERSITY,"BACHELOR OF SCIENCE(PHYSICS, BIOLOGY,CHEMISTRY,MATHEMATICS)",28.293,22.617,-,23.766,23.806,16.791,17.459
BACHELOR OF ENGINEERING (AGRICULTURAL & BIO-SYSTEMS ENGINEERING),,,,,,,,,,
1,1114121,UNIVERSITY OF ELDORET,BACHELOR OF ENGINEERING (AGRICULTURAL & BIO-SYSTEMS ENGINEERING),39.354,29.616,-,27.817,29.446,29.473,16.787
2,1111121,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (AGRICULTURAL & BIO-SYSTEMS ENGINEERING),-,30.556,28.496,28.359,29.742,30.448,30.154
3,1249121,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (AGRICULTURAL AND BIOSYSTEMS ENGINEERING),40.834,33.487,33.269,31.053,33.081,31.058,30.805
4,1057121,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (AGRICULTURAL ENGINEERING),39.926,33.665,30.252,30.095,28.901,27.801,16.787
5,1166121,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (AGRICULTURAL ENGINEERING),-,-,-,-,-,16.9,16.787
6,1263121,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (BIOSYSTEMS ENGINEERING),41.776,31.296,29.79,30.253,28.238,28.989,29.073
BACHELOR OF SCIENCE (AGRICULTURE),,,,,,,,,,
1,1057122,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (AGRICULTURE),32.862,26.792,26.305,24.077,25.425,16.791,17.459
2,1073122,RONGO UNIVERSITY,BACHELOR OF SCIENCE (AGRICULTURE),23,21.882,-,25.794,24.851,16.791,17.459
3,1093122,UNIVERSITY OF EMBU,BACHELOR OF SCIENCE (AGRICULTURE),23,21.175,-,26.665,31.615,16.791,17.459
4,1105122,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (AGRICULTURE),26.683,23.304,26.262,25.501,25.659,16.791,17.459
5,1111122,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (AGRICULTURE),33.914,29.338,-,24.134,24.029,23.831,17.459
6,1114122,UNIVERSITY OF ELDORET,BACHELOR OF SCIENCE (AGRICULTURE),29.881,24.124,-,23.79,24.981,16.791,17.459
7,1118122,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (AGRICULTURE),23,21.088,-,34.036,27.089,16.791,17.459
8,1166122,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (AGRICULTURE),23,22.413,-,-,-,16.791,17.459
9,1240122,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (AGRICULTURE),29.847,21.984,-,25.417,-,16.791,17.459
10,1246122,MURANGA UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE (AGRICULTURE),-,-,-,-,-,16.791,17.459
11,1263122,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (AGRICULTURE),33.71,24.211,26.373,25.885,23.25,24.289,17.459
12,1077122,KENYA METHODIST UNIVERSITY,BACHELOR OF SCIENCE IN AGRICULTURE,25.96,23.447,-,24.786,23.981,16.791,17.459
13,1087122,KISII UNIVERSITY,BACHELOR OF SCIENCE IN AGRICULTURE,26.501,22.305,-,24.613,25.227,16.791,17.459
14,1091122,TAITA TAVETA UNIVERSITY,BACHELOR OF SCIENCE IN AGRICULTURE,-,-,-,24.948,25.565,16.791,17.459
15,1117122,PWANI UNIVERSITY,BACHELOR OF SCIENCE IN AGRICULTURE,25.522,22.793,-,30.06,26.472,16.791,17.459
16,1181122,"UNIVERSITY OF EASTERN AFRICA, BARATON",BACHELOR OF SCIENCE IN AGRICULTURE,28.742,25.516,-,-,26.445,16.791,17.459
17,1249122,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN AGRICULTURE,34.328,28.603,28.884,23.983,24.875,23.089,27.265
18,1685122,THARAKA UNIVERSITY COLLEGE,BACHELOR OF SCIENCE IN AGRICULTURE,-,-,-,-,-,16.791,17.459
BACHELOR OF SCIENCE (MICROBIOLOGY),,,,,,,,,,
1,1073123,RONGO UNIVERSITY,BACHELOR OF SCIENCE (MICROBIOLOGY),-,22.897,-,26.068,23.564,16.791,17.459
2,1087123,KISII UNIVERSITY,BACHELOR OF SCIENCE (MICROBIOLOGY),-,25.048,-,29.6,28.017,16.791,17.459
3,1111123,KENYATTA UNIVERSITY,BACHELOR OF SCIENCE (MICROBIOLOGY),-,32.195,-,25.996,26.107,27.85,28.038
4,1116281,UZIMA UNIVERSITY,BACHELOR OF SCIENCE (MICROBIOLOGY),26.589,23.511,-,34.433,30.275,16.791,17.459
5,1117123,PWANI UNIVERSITY,BACHELOR OF SCIENCE (MICROBIOLOGY),-,23.915,-,26.179,28.377,16.791,17.459
6,1118123,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (MICROBIOLOGY),34.891,24.445,-,29.432,29.834,16.791,17.459
7,1165123,MAASAI MARA UNIVERSITY,BACHELOR OF SCIENCE (MICROBIOLOGY),-,-,-,26.94,26.978,-,17.459
8,1249123,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE (MICROBIOLOGY),-,30.749,29.419,26.333,28.878,26.687,25.51
9,1253123,MOI UNIVERSITY,BACHELOR OF SCIENCE (MICROBIOLOGY),-,29.633,28.177,28.078,27.523,26.538,17.459
10,1600123,ALUPE UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (MICROBIOLOGY),-,24.91,-,-,-,16.791,17.459
BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY),,,,,,,,,,
1,1057124,EGERTON UNIVERSITY,BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY),37.8,34.121,30.968,26.588,29.9,28.732,17.459
2,1105124,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY),34.398,24.507,27.397,25.537,28.213,16.791,17.459
3,1246124,MURANGA UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE (FOOD SCIENCE & TECHNOLOGY),-,-,-,30.763,-,16.791,17.459
4,1082124,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE (FOOD SCIENCE AND TECHNOLOGY),-,-,-,-,28.258,-,17.459
5,1240124,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (FOOD SCIENCE AND TECHNOLOGY),32.638,25.946,-,27.853,30.406,16.791,17.459
6,1263124,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (FOOD SCIENCE AND TECHNOLOGY),40.504,34.625,30.035,30.414,33.694,33.074,30.539
7,1173124,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE IN FOOD SCIENCE AND TECHNOLOGY,36.094,27.29,28.216,27.885,29.764,16.791,17.459
8,1249124,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF SCIENCE IN FOOD SCIENCE AND TECHNOLOGY,40.052,35.71,30.273,30.319,32.691,28.191,31.645
9,1685124,THARAKA UNIVERSITY COLLEGE,BACHELOR OF SCIENCE IN FOOD SCIENCE AND TECHNOLOGY,-,-,-,-,-,16.791,-
10,1063124,TECHNICAL UNIVERSITY OF MOMBASA,BACHELOR OF SCIENCE IN FOOD TECHNOLOGY & QUALITY ASSURANCE,32.674,25.508,34.533,28.165,28.995,16.791,17.459
11,1112124,TECHNICAL UNIVERSITY OF KENYA,BACHELOR OF TECHNOLOGY (FOOD SCIENCE AND TECHNOLOGY),38.3,33.044,31.639,26.156,28.71,28.939,25.402
BACHELOR OF SCIENCE (RANGE MANAGEMENT),,,,,,,,,,
1,1093125,UNIVERSITY OF EMBU,BACHELOR OF SCIENCE (RANGE MANAGEMENT),23,23.723,-,-,31.28,16.791,17.459
2,1166125,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (RANGE MANAGEMENT),23,25.074,-,-,-,16.791,-
3,1263125,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (RANGE MANAGEMENT),28.399,24.481,-,28.83,35.942,16.791,-
BACHELOR OF SCIENCE (MICROPROCESSOR TECHNOLOGY AND INSTRUMENTATION),,,,,,,,,,
1,1263126,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (MICROPROCESSOR TECHNOLOGY AND INSTRUMENTATION),41.802,38.128,37.324,35.675,36.503,29.851,26.775
BACHELOR OF SCIENCE (ASTRONOMY AND ASTROPHYSICS),,,,,,,,,,
1,1263127,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (ASTRONOMY AND ASTROPHYSICS),37.585,33.545,33.451,32.226,34.395,29.556,29.539
BACHELOR OF DENTAL SURGERY,,,,,,,,,,
1,1253128,MOI UNIVERSITY,BACHELOR OF DENTAL SURGERY,45.239,43.836,41.142,42.718,43.652,43.885,43.663
2,1263128,UNIVERSITY OF NAIROBI,BACHELOR OF DENTAL SURGERY,45.465,44.275,40.989,43.07,44.236,44.455,44.182
BACHELOR OF PHARMACY,,,,,,,,,,
1,1061129,KABARAK UNIVERSITY,BACHELOR OF PHARMACY,-,37.397,38.506,39.948,41.529,42.913,42.807
2,1077129,KENYA METHODIST UNIVERSITY,BACHELOR OF PHARMACY,29.737,36.846,35.069,38.227,40.919,42.443,42.564
3,1087129,KISII UNIVERSITY,BACHELOR OF PHARMACY,-,-,-,-,-,-,42.017
4,1111129,KENYATTA UNIVERSITY,BACHELOR OF PHARMACY,45.003,43.426,41.515,42.262,43.525,43.508,43.604
5,1249129,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF PHARMACY,44.669,43.123,41.268,42.024,43.083,43.503,43.083
6,1263129,UNIVERSITY OF NAIROBI,BACHELOR OF PHARMACY,45.158,43.77,41.819,42.627,43.805,43.874,43.68
7,1279129,MOUNT KENYA UNIVERSITY,BACHELOR OF PHARMACY,-,-,38,40.908,42.538,43.306,43.292
8,1229129,MASENO UNIVERSITY,"BACHELOR OF PHARMACY, WITH IT",-,-,-,-,-,41.636,42.847
BACHELOR OF VETERINARY MEDICINE,,,,,,,,,,
1,1057130,EGERTON UNIVERSITY,BACHELOR OF VETERINARY MEDICINE,41.617,38.918,35.975,37.061,39.029,38.151,36.55
2,1263130,UNIVERSITY OF NAIROBI,BACHELOR OF VETERINARY MEDICINE,41.814,37.882,26.956,35.525,37.685,38.312,38.263
BACHELOR OF MEDICINE & BACHELOR OF SURGERY,,,,,,,,,,
1,1057131,EGERTON UNIVERSITY,BACHELOR OF MEDICINE & BACHELOR OF SURGERY,44.543,43.684,40.902,42.743,43.706,44.207,43.749
2,1077131,KENYA METHODIST UNIVERSITY,BACHELOR OF MEDICINE & BACHELOR OF SURGERY,37.585,40.167,-,39.714,42.259,43.777,43.816
3,1111131,KENYATTA UNIVERSITY,BACHELOR OF MEDICINE & BACHELOR OF SURGERY (M.B.CH.B.),45.211,44.547,42.725,43.639,44.609,44.937,44.995
4,1116131,UZIMA UNIVERSITY,BACHELOR OF MEDICINE & BACHELOR OF SURGERY (M.B.CH.B.),29.98,37.776,-,34.766,40.296,42.877,43.347
5,1082131,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,-,-,-,41.672,43.349,43.839,43.841
6,1087131,KISII UNIVERSITY,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,-,-,-,39.003,42.746,43.786,43.815
7,1249131,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,44.986,44.312,42.264,43.239,44.344,44.54,44.62
8,1263131,UNIVERSITY OF NAIROBI,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,45.35,45.081,43.474,44.16,45.073,45.317,45.106
9,1279131,MOUNT KENYA UNIVERSITY,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,-,-,-,41.005,44.042,44.436,44.557
10,1253131,MOI UNIVERSITY,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY (MBCHB),45.024,44.571,42.648,43.71,44.599,44.59,44.44
11,1229131,MASENO UNIVERSITY,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY (WITH IT),44.377,43.136,37.171,42.259,43.586,44.083,44.143
"BACHELOR OF SCIENCE (NURSING, WITH IT)",,,,,,,,,,
1,1229132,MASENO UNIVERSITY,"BACHELOR OF SCIENCE (NURSING, WITH IT)",44.176,39.683,38.223,39.285,40.57,41.175,41.59
2,1079132,KIRINYAGA UNIVERSITY,BACHELOR OF SCIENCE (NURSING),39.884,-,-,30.035,36.906,38.403,38.608
3,1082132,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,BACHELOR OF SCIENCE (NURSING),43.14,39.926,37.17,38.989,40.091,40.996,41.112
4,1093132,UNIVERSITY OF EMBU,BACHELOR OF SCIENCE (NURSING),-,35.065,36.051,36.073,37.682,38.848,39.293
5,1105132,CHUKA UNIVERSITY,BACHELOR OF SCIENCE (NURSING),43.297,39.893,37.439,37.822,39.383,39.937,40.183
6,1118132,UNIVERSITY OF KABIANGA,BACHELOR OF SCIENCE (NURSING),42.153,39.701,31.707,36.899,38.746,38.931,40.114
7,1166132,SOUTH EASTERN KENYA UNIVERSITY,BACHELOR OF SCIENCE (NURSING),-,-,-,26.645,35.75,37.728,38.18
8,1240132,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,BACHELOR OF SCIENCE (NURSING),39.949,40.393,28.217,35.959,38.026,38.992,39.676
9,1246132,MURANGA UNIVERSITY OF TECHNOLOGY,BACHELOR OF SCIENCE (NURSING),-,-,-,-,-,-,36.484
10,1253132,MOI UNIVERSITY,BACHELOR OF SCIENCE (NURSING),43.621,42.019,38.804,40.228,41.786,41.752,41.261
11,1263132,UNIVERSITY OF NAIROBI,BACHELOR OF SCIENCE (NURSING),44.407,42.027,39.221,40.779,42.485,42.727,42.922
12,1485132,UMMA UNIVERSITY,BACHELOR OF SCIENCE (NURSING),-,-,-,27.524,33.603,36.815,38.173
13,1580132,KENYATTA UNIVERSITY - MAMA NGINA UNIVERSITY COLLEGE,BACHELOR OF SCIENCE (NURSING),-,-,-,-,-,-,36.957
14,1057132,EGERTON UNIVERSITY,BACHELOR OF SCIENCE IN NURSING,-,-,37.152,39.375,40.695,41.338,40.995
15,1061132,KABARAK UNIVERSITY,BACHELOR OF SCIENCE IN NURSING,-,34.201,35.445,37.237,39.361,40.805,41.497
16,1077132,KENYA METHODIST UNIVERSITY,BACHELOR OF SCIENCE IN NURSING,29.66,35.153,28.044,34.725,37.857,39.353,40.353
17,1087132,KISII UNIVERSITY,BACHELOR OF SCIENCE IN NURSING,-,-,-,34.337,38.737,40.431,40.424
18,1107132,ST PAULS UNIVERSITY,BACHELOR OF SCIENCE IN NURSING,-,-,-,26.668,35.205,37.581,38.486
19,1108132,KIBABII UNIVERSITY,BACHELOR OF SCIENCE IN NURSING,-,-,-,-,-,35.982,38.696
20,1116132,UZIMA UNIVERSITY,BACHELOR OF SCIENCE IN NURSING,27.828,32.155,-,26.738,33.741,37.503,38.377
